"","3M CO","ABBOTT LABORATORIES","ACCENTURE PLC","ACE LTD","ACTIVISION BLIZZARD INC","ADOBE SYSTEMS INC","ADVANCE AUTO PARTS INC","AES CORP","AETNA INC","AFFILIATED MANAGERS GRP INC","AFLAC INC","AGILENT TECHNOLOGIES INC","AGL RESOURCES INC","AIR PRODUCTS & CHEMICALS INC","AIRGAS INC","AKAMAI TECHNOLOGIES INC","ALCOA INC","ALEXION PHARMACEUTICALS INC","ALLERGAN PLC","ALLIANCE DATA SYSTEMS CORP","ALLSTATE CORP","ALTERA CORP","ALTRIA GROUP INC","AMAZON.COM INC","AMEREN CORP","AMERICAN AIRLINES GROUP INC","AMERICAN ELECTRIC POWER CO","AMERICAN EXPRESS CO","AMERICAN INTERNATIONAL GROUP","AMERICAN TOWER CORP","AMERIPRISE FINANCIAL INC","AMERISOURCEBERGEN CORP","AMETEK INC","AMGEN INC","AMPHENOL CORP","ANADARKO PETROLEUM CORP","ANALOG DEVICES","AON PLC","APACHE CORP","APARTMENT INVST & MGMT CO","APPLE INC","APPLIED MATERIALS INC","ARCHER-DANIELS-MIDLAND CO","ASSURANT INC","AT&T INC","AUTODESK INC","AUTOMATIC DATA PROCESSING","AUTONATION INC","AUTOZONE INC","AVAGO TECHNOLOGIES LTD","AVALONBAY COMMUNITIES INC","AVERY DENNISON CORP","BAKER HUGHES INC","BALL CORP","BANK OF NEW YORK MELLON CORP","BARD (C.R.) INC","BAXTER INTERNATIONAL INC","BB&T CORP","BECTON DICKINSON & CO","BED BATH & BEYOND INC","BEST BUY CO INC","BIOGEN INC","BLACKROCK INC","BLOCK H & R INC","BOEING CO","BORGWARNER INC","BOSTON PROPERTIES INC","BOSTON SCIENTIFIC CORP","BRISTOL-MYERS SQUIBB CO","C H ROBINSON WORLDWIDE INC","CA INC","CABLEVISION SYS CORP  -CL A","CABOT OIL & GAS CORP","CAMERON INTERNATIONAL CORP","CAMPBELL SOUP CO","CAPITAL ONE FINANCIAL CORP","CARDINAL HEALTH INC","CARMAX INC","CARNIVAL CORP/PLC (USA)","CATERPILLAR INC","CBRE GROUP INC","CELGENE CORP","CENTERPOINT ENERGY INC","CENTURYLINK INC","CERNER CORP","CF INDUSTRIES HOLDINGS INC","CHESAPEAKE ENERGY CORP","CHEVRON CORP","CHIPOTLE MEXICAN GRILL INC","CHUBB CORP","CIGNA CORP","CIMAREX ENERGY CO","CINCINNATI FINANCIAL CORP","CINTAS CORP","CISCO SYSTEMS INC","CITIGROUP INC","CITRIX SYSTEMS INC","CLOROX CO/DE","CME GROUP INC","CMS ENERGY CORP","COACH INC","COCA-COLA CO","COCA-COLA ENTERPRISES INC","COGNIZANT TECH SOLUTIONS","COLGATE-PALMOLIVE CO","COMERICA INC","COMPUTER SCIENCES CORP","CONAGRA FOODS INC","CONOCOPHILLIPS","CONSOL ENERGY INC","CONSOLIDATED EDISON INC","CORNING INC","COSTCO WHOLESALE CORP","CSX CORP","CUMMINS INC","CVS HEALTH CORP","D R HORTON INC","DANAHER CORP","DARDEN RESTAURANTS INC","DAVITA HEALTHCARE PARTNERS","DEERE & CO","DELTA AIR LINES INC","DENTSPLY INTERNATL INC","DEVON ENERGY CORP","DIAMOND OFFSHRE DRILLING INC","DISCOVER FINANCIAL SVCS INC","DISNEY (WALT) CO","DOLLAR GENERAL CORP","DOLLAR TREE INC","DOMINION RESOURCES INC","DOVER CORP","DOW CHEMICAL","DR PEPPER SNAPPLE GROUP INC","DTE ENERGY CO","DU PONT (E I) DE NEMOURS","DUKE ENERGY CORP","DUN & BRADSTREET CORP","E TRADE FINANCIAL CORP","EASTMAN CHEMICAL CO","EATON CORP PLC","EBAY INC","ECOLAB INC","EDISON INTERNATIONAL","EDWARDS LIFESCIENCES CORP","ELECTRONIC ARTS INC","EMC CORP/MA","EMERSON ELECTRIC CO","ENSCO PLC","ENTERGY CORP","EOG RESOURCES INC","EQT CORP","EQUIFAX INC","EQUINIX INC","EQUITY RESIDENTIAL","ESSEX PROPERTY TRUST","EVERSOURCE ENERGY","EXELON CORP","EXPEDIA INC","EXPEDITORS INTL WASH INC","EXPRESS SCRIPTS HOLDING CO","EXXON MOBIL CORP","F5 NETWORKS INC","FASTENAL CO","FEDEX CORP","FIDELITY NATIONAL INFO SVCS","FIFTH THIRD BANCORP","FIRST SOLAR INC","FIRSTENERGY CORP","FISERV INC","FLIR SYSTEMS INC","FLOWSERVE CORP","FLUOR CORP","FMC CORP","FMC TECHNOLOGIES INC","FORD MOTOR CO","FOSSIL GROUP INC","FRANKLIN RESOURCES INC","FREEPORT-MCMORAN INC","FRONTIER COMMUNICATIONS CORP","GAMESTOP CORP","GAP INC","GARMIN LTD","GENERAL DYNAMICS CORP","GENERAL ELECTRIC CO","GENERAL GROWTH PPTYS INC","GENERAL MILLS INC","GENUINE PARTS CO","GENWORTH FINANCIAL INC","GILEAD SCIENCES INC","GOLDMAN SACHS GROUP INC","GOODYEAR TIRE & RUBBER CO","GRAINGER (W W) INC","HALLIBURTON CO","HANESBRANDS INC","HARLEY-DAVIDSON INC","HARMAN INTERNATIONAL INDS","HARRIS CORP","HARTFORD FINANCIAL SERVICES","HASBRO INC","HCP INC","HEALTH CARE REIT INC","HELMERICH & PAYNE","HESS CORP","HEWLETT-PACKARD CO","HOME DEPOT INC","HONEYWELL INTERNATIONAL INC","HORMEL FOODS CORP","HOSPIRA INC","HOST HOTELS & RESORTS INC","HUDSON CITY BANCORP INC","HUMANA INC","HUNT (JB) TRANSPRT SVCS INC","HUNTINGTON BANCSHARES","ILLINOIS TOOL WORKS","INGERSOLL-RAND PLC","INTEL CORP","INTERCONTINENTAL EXCHANGE","INTERPUBLIC GROUP OF COS","INTL BUSINESS MACHINES CORP","INTL FLAVORS & FRAGRANCES","INTL PAPER CO","INTUIT INC","INTUITIVE SURGICAL INC","INVESCO LTD","IRON MOUNTAIN INC","JACOBS ENGINEERING GROUP INC","JOHNSON & JOHNSON","JOY GLOBAL INC","JPMORGAN CHASE & CO","JUNIPER NETWORKS INC","KANSAS CITY SOUTHERN","KELLOGG CO","KEURIG GREEN MOUNTAIN INC","KEYCORP","KIMBERLY-CLARK CORP","KIMCO REALTY CORP","KLA-TENCOR CORP","KOHL'S CORP","KROGER CO","L-3 COMMUNICATIONS HLDGS INC","L BRANDS INC","LABORATORY CP OF AMER HLDGS","LAM RESEARCH CORP","LAUDER (ESTEE) COS INC -CL A","LEGG MASON INC","LEGGETT & PLATT INC","LEUCADIA NATIONAL CORP","LEVEL 3 COMMUNICATIONS INC","LILLY (ELI) & CO","LINCOLN NATIONAL CORP","LINEAR TECHNOLOGY CORP","LOCKHEED MARTIN CORP","LOEWS CORP","LOWE'S COMPANIES INC","M & T BANK CORP","MACERICH CO","MACY'S INC","MARATHON OIL CORP","MARRIOTT INTL INC","MARSH & MCLENNAN COS","MARTIN MARIETTA MATERIALS","MASCO CORP","MASTERCARD INC","MATTEL INC","MCDONALD'S CORP","MCGRAW HILL FINANCIAL","MCKESSON CORP","MEAD JOHNSON NUTRITION CO","MEDTRONIC PLC","MERCK & CO","METLIFE INC","MICROCHIP TECHNOLOGY INC","MICRON TECHNOLOGY INC","MICROSOFT CORP","MOHAWK INDUSTRIES INC","MONDELEZ INTERNATIONAL INC","MONSANTO CO","MONSTER BEVERAGE CORP","MOODY'S CORP","MOSAIC CO","MOTOROLA SOLUTIONS INC","MURPHY OIL CORP","MYLAN NV","NASDAQ OMX GROUP INC","NATIONAL OILWELL VARCO INC","NAVIENT CORP","NETAPP INC","NETFLIX INC","NEWELL RUBBERMAID INC","NEWFIELD EXPLORATION CO","NEWMONT MINING CORP","NEXTERA ENERGY INC","NIKE INC","NISOURCE INC","NOBLE ENERGY INC","NORDSTROM INC","NORFOLK SOUTHERN CORP","NORTHERN TRUST CORP","NORTHROP GRUMMAN CORP","NRG ENERGY INC","NUCOR CORP","NVIDIA CORP","O'REILLY AUTOMOTIVE INC","OCCIDENTAL PETROLEUM CORP","OMNICOM GROUP","ONEOK INC","ORACLE CORP","OWENS-ILLINOIS INC","PACCAR INC","PARKER-HANNIFIN CORP","PATTERSON COMPANIES INC","PAYCHEX INC","PENTAIR PLC","PEOPLE'S UNITED FINL INC","PEPCO HOLDINGS INC","PEPSICO INC","PERKINELMER INC","PERRIGO CO PLC","PFIZER INC","PG&E CORP","PHILIP MORRIS INTERNATIONAL","PINNACLE WEST CAPITAL CORP","PIONEER NATURAL RESOURCES CO","PITNEY BOWES INC","PLUM CREEK TIMBER CO INC","PPG INDUSTRIES INC","PPL CORP","PRAXAIR INC","PRECISION CASTPARTS CORP","PRICE (T. ROWE) GROUP","PRICELINE GROUP INC","PRINCIPAL FINANCIAL GRP INC","PROCTER & GAMBLE CO","PROGRESSIVE CORP-OHIO","PROLOGIS INC","PRUDENTIAL FINANCIAL INC","PUBLIC SERVICE ENTRP GRP INC","PUBLIC STORAGE","PULTEGROUP INC","PVH CORP","QORVO INC","QUALCOMM INC","QUANTA SERVICES INC","QUEST DIAGNOSTICS INC","RALPH LAUREN CORP","RANGE RESOURCES CORP","RAYTHEON CO","REALTY INCOME CORP","RED HAT INC","REGENERON PHARMACEUTICALS","REGIONS FINANCIAL CORP","REPUBLIC SERVICES INC","REYNOLDS AMERICAN INC","ROBERT HALF INTL INC","ROCKWELL AUTOMATION","ROCKWELL COLLINS INC","ROPER TECHNOLOGIES INC","ROSS STORES INC","ROYAL CARIBBEAN CRUISES LTD","RYDER SYSTEM INC","SALESFORCE.COM INC","SANDISK CORP","SCANA CORP","SCHEIN (HENRY) INC","SCHLUMBERGER LTD","SCHWAB (CHARLES) CORP","SCRIPPS NETWORKS INTERACTIVE","SEAGATE TECHNOLOGY PLC","SEALED AIR CORP","SEMPRA ENERGY","SHERWIN-WILLIAMS CO","SIGMA-ALDRICH CORP","SIGNET JEWELERS LTD","SIMON PROPERTY GROUP INC","SKYWORKS SOLUTIONS INC","SL GREEN REALTY CORP","SMUCKER (JM) CO","SNAP-ON INC","SOUTHERN CO","SOUTHWEST AIRLINES","SOUTHWESTERN ENERGY CO","SPECTRA ENERGY CORP","ST JUDE MEDICAL INC","STANLEY BLACK & DECKER INC","STAPLES INC","STARBUCKS CORP","STARWOOD HOTELS&RESORTS WRLD","STATE STREET CORP","STERICYCLE INC","STRYKER CORP","SUNTRUST BANKS INC","SYMANTEC CORP","SYSCO CORP","TARGET CORP","TE CONNECTIVITY LTD","TECO ENERGY INC","TEGNA INC","TENET HEALTHCARE CORP","TERADATA CORP","TESORO CORP","TEXAS INSTRUMENTS INC","TEXTRON INC","THERMO FISHER SCIENTIFIC INC","TIFFANY & CO","TIME WARNER CABLE INC","TIME WARNER INC","TJX COMPANIES INC","TORCHMARK CORP","TOTAL SYSTEM SERVICES INC","TRACTOR SUPPLY CO","TRANSOCEAN LTD","TRAVELERS COS INC","TYCO INTERNATIONAL PLC","U S BANCORP","UNDER ARMOUR INC","UNION PACIFIC CORP","UNITED PARCEL SERVICE INC","UNITED RENTALS INC","UNITED TECHNOLOGIES CORP","UNITEDHEALTH GROUP INC","UNUM GROUP","URBAN OUTFITTERS INC","VALERO ENERGY CORP","VARIAN MEDICAL SYSTEMS INC","VENTAS INC","VERISIGN INC","VERIZON COMMUNICATIONS INC","VERTEX PHARMACEUTICALS INC","VF CORP","VISA INC","VORNADO REALTY TRUST","VULCAN MATERIALS CO","WAL-MART STORES INC","WALGREENS BOOTS ALLIANCE INC","WASTE MANAGEMENT INC","WATERS CORP","WEC ENERGY GROUP INC","WESTERN DIGITAL CORP","WESTERN UNION CO","WESTROCK CO","WEYERHAEUSER CO","WHIRLPOOL CORP","WHOLE FOODS MARKET INC","WILLIAMS COS INC","WYNDHAM WORLDWIDE CORP","WYNN RESORTS LTD","XCEL ENERGY INC","XEROX CORP","XILINX INC","XL GROUP PLC","YAHOO INC","YUM BRANDS INC","ZIMMER BIOMET HOLDINGS INC","ZIONS BANCORPORATION"
"2010-07-31",8.2922,5.8572,2.5614,3.749,13.2507,8.6644,6.676,11.5801,5.5724,16.5542,15.2801,-1.7587,6.086,11.9889,4.9678,-5.4474,11.0338,6.1926,-0.1725,-3.4274,-1.7055,11.7291,10.5788,7.8986,6.7312,4.4248,11.3932,12.4433,11.7015,3.9101,17.3263,-5.6063,10.2615,3.6692,14.053,36.215,6.6403,1.8858,13.7071,10.8415,2.2741,-1.8303,5.9644,7.464,8.9706,21.2644,2.5087,25.2821,9.4969,3.3238,12.5522,11.578,16.4782,10.2404,1.9036,1.522,7.7018,-5.0551,1.745,2.1575,2.7761,17.7661,9.8257,-0.0637,8.5896,17.4612,14.8024,-3.4483,-0.0802,17.1398,6.3043,14.1608,-2.7139,21.7405,0.9629,5.0372,-3.9869,6.0302,14.6825,16.847,24.9082,8.5203,8.1307,6.9349,2.0556,27.959,0.3819,12.3047,8.1061,5.239,-0.9659,-3.786,6.494,10.388,8.259,9.0426,30.2865,5.2606,-0.9767,8.6689,1.1491,9.9561,10.9822,8.9892,0.9523,4.1542,0.1768,1.5437,13.6077,11.019,7.007,12.1981,3.4288,6.2261,22.2325,4.971,12.1058,3.4752,8.6486,-8.1999,19.7557,1.1064,0.3678,2.5772,-2.9346,9.3705,6.9524,5.9165,6.4617,8.3893,14.7882,15.2192,0.4279,1.2059,17.5773,6.875,1.8474,23.7733,17.3913,19.8961,6.6293,8.9067,4.5082,3.1774,10.625,8.1421,13.3898,6.4409,8.224,-0.7268,1.4942,11.6892,15.1317,10.1105,7.7609,9.2622,10.1659,20.7668,23.5584,-3.9132,4.5733,28.0881,-2.2116,17.7435,6.8978,3.4174,10.2082,7.0111,9.724,2.3032,16.934,13.6235,8.8107,20.1671,26.6865,14.121,16.6957,21.495,7.4543,6.7057,-6.4234,-2.2961,4.5936,11.7892,4.9774,-2.9279,8.5678,3.9021,-2.8005,14.893,7.3441,12.6295,21.7108,4.1147,22.4921,1.7397,6.9148,5.784,3.163,9.9845,7.5736,10.9803,6.4561,6.3771,1.5675,9.813,6.5464,-9.3124,6.3798,1.3878,2.956,8.9991,9.3863,5.3779,8.6112,5.9126,-6.5558,28.1907,3.9845,6.9778,6.9377,14.3227,4.0397,16.1022,5.3874,0.3568,-1.6424,18.5267,10.1612,21.7353,0.9629,-0.497,19.8054,10.013,5.7562,12.128,13.594,0.4,7.5673,3.1056,16.1758,-3.1453,10.8513,11.6993,3.0681,3.8883,13.224,3.6697,6.2687,7.2458,14.635,0.8725,11.5281,2.1058,2.8134,11.0665,4.1899,7.5909,13.2599,5.1885,0.6957,-3.7639,5.3426,0,5.86,9.0618,-6.4622,6.0255,2.5503,-1.4584,11.3877,9.7693,-14.2521,12.1686,6.9274,4.3214,25.714,7.1082,18.2229,22.2422,14.8773,10.4945,2.1127,9.5051,18.4155,15.4957,13.3744,-5.6144,5.8743,9.4147,-9.459,7.26,9.0155,15.3793,11.1553,5.6229,6.0697,0.621,7.7149,6.9307,2.2466,-9.9902,3.6165,1.011,8.6297,8.6474,10.3914,4.5369,14.9235,12.0087,-6.1339,1.2707,6.8012,3.6667,7.8444,6.4971,-5.5152,-5.1803,5.1893,8.0292,11.3438,6.2019,-2.5736,11.1566,3.9096,14.9975,9.3788,14.2519,18.7233,8.6506,27.11,9.2577,2.7706,4.9145,7.2063,6.7648,5.0112,11.6142,6.0386,12.1461,6.6496,15.9562,4.0194,-5.3848,8.2922,-7.5467,-3.6061,6.2764,11.0919,8.3781,11.3982,7.1645,10.9363,6.9214,10.3076,7.5852,11.8567,-1.1822,26.7457,8.5508,15.2995,3.8745,7.1309,-4.3898,7.8063,4.3018,5.6767,-3.7577,9.6856,6.3261,-0.0578,12.5828,8.2545,10.4892,4.4074,9.4477,2.0093,9.1909,7.527,8.4608,-5.6677,3.5874,1.8842,14.8456,6.7192,2.2634,16.9442,15.0798,-3.9341,-6.9716,11.3734,-6.5562,8.4004,4.3726,6.383,8.4273,-2.0802,5.9908,4.3307,10.6255,6.5722,22.3335,-8.5423,10.9734,9.7734,8.8205,-1.025,7.1905,9.6324,14.0069,-0.259,2.4365,9.2566,6.9351,13.3716,7.4234,14.2556,41.4163,9.5363,7.2183,5.5876,-6.4844,-5.5061,5.5853,8.0298,6.0264,11.7709,2.31,11.4498,3.6749,13.475,3.217,6.4905,6.9288,8.5011,-0.8346,6.9767,-12.5,8.8531,7.1472,22.444,-5.1469,5.4137,6.1816,26.7627,14.96,6.6958,21.1443,10.5305,10.7433,0.289,6.3268,-1.9611,2.8744
"2010-08-31",-7.5579,0.5297,-7.669,0.7347,-10.1431,-3.5515,1.756,-0.679,-4.0575,-9.3463,-3.3747,-3.4372,-2.2632,1.9978,0.7811,20.0991,-8.2587,3.8815,6.3457,-2.2443,-1.5581,-10.8586,0.722,5.8868,10.6425,-13.5593,-0.4169,-10.6855,-11.8014,1.3408,3.2319,-8.7087,-2.8913,-6.4001,-9.1071,-6.4483,-5.4191,-3.7961,-5.995,-4.3316,-5.5005,-11.5254,13.1579,-1.5286,4.202,-6.1273,-6.4454,-7.6545,-0.8461,-7.3989,0.1237,-8.7308,-22.1463,-3.5371,-3.231,-2.1648,-2.7873,-10.9142,-0.8866,-5.0422,-9.4345,-3.7223,-9.2323,-18.176,-9.6713,-0.4788,-0.6105,-7.3214,4.6549,-0.3221,-7.8349,-8.008,-8.533,-7.0978,3.7883,-10.4181,-7.1584,-5.545,-9.8039,-6.5806,-3.4118,-6.6727,5.3057,1.516,-5.9393,14.0535,-1.6643,-1.8502,1.9811,4.7501,4.7464,-4.8933,-3.1942,-3.6659,-13.3723,-9.5366,5.3072,-0.0925,-10.99,10.8668,-3.0565,1.4017,-0.8362,5.581,-6.508,-10.2972,-12.1774,-8.0494,-5.0525,-13.8207,4.3474,-13.1898,-0.0088,-4.9127,-6.2021,-12.0886,-6.5563,-5.4153,-1.5039,12.7355,-5.114,-11.9529,-7.4617,-3.5366,-2.2021,-4.9771,-3.4135,-6.4085,2.1491,2.8519,-6.1184,-10.8306,-1.9441,1.4948,1.254,1.9006,-3.0866,-15.2597,-1.7401,-10.7061,11.0952,-3.0873,1.81,-0.3979,-4.3942,-7.8322,-5.1574,-1.6264,2.7867,-10.9026,-10.5234,-5.8392,-2.4596,-0.0436,0.6279,4.9793,-1.3985,1.1023,-7.1295,-5.7105,-0.2178,-0.4554,-6.9071,-5.4512,-9.8361,-13.1393,1.9131,-1.6446,-0.1796,-15.6586,-9.8628,-7.5171,-0.3361,-2.2598,-11.6288,19.9242,-4.0465,0.629,1.178,-10.5736,-6.7366,-6.6643,-8.7837,-10.1737,1.0776,5.731,-2.1013,-20.1767,-4.4718,-8.9776,-13.4021,-5.071,-5.2878,-4.4311,-10.65,2.4992,-5.5244,-13.6373,-4.2467,0.6061,2.8912,-8.4629,-6.2325,-16.4857,-1.5915,-8.1603,0.5359,-1.4203,-8.2462,-5.9581,1.6376,-7.7205,-12.5825,-5.1494,-13.1607,-13.483,-9.5247,-6.674,-3.5981,0.6831,-14.938,7.5157,-19.2892,-6.6018,-14.3219,-5.1682,-0.9124,-4.4635,-9.7319,-2.0878,-8.5286,0.0699,0.0974,-12.766,0.4367,-1.0783,-10.7752,-1.5727,-6.3975,-8.2694,-7.3713,-0.4933,-14.411,-9.9277,-12.3226,-8.0134,-3.3499,-8.8496,-4.2697,-10.2535,-9.5044,-6.6534,-5.2423,-2.2179,-1.145,1.1098,4.0751,-8.1016,-5.5809,0.8503,-13.8173,2.0428,-5.5608,-0.8034,5.5643,-9.1398,-7.3066,-1.7877,-14.931,2.0313,-10.491,-7.8062,-11.2843,-8.5819,-9.4421,2.3964,-8.973,7.5197,-9.7877,23.2109,0.4005,-1.6712,-1.3793,-8.0123,-3.907,-7.9167,-4.539,22.3988,-2.8387,-10.1945,9.6959,3.6902,-4.943,5.2121,4.3245,-14.3529,-3.963,-1.8355,-6.9065,-10.4056,-6.0296,1.469,-4.0787,-6.2235,-6.0386,-7.7799,-7.5931,-9.3671,-10.3667,-4.3303,-5.2849,-4.2324,-11.9883,-8.237,6.1502,-1.1246,7.9651,1.897,7.2667,5.3153,0.627,4.6206,-0.1727,-19.6846,-2.7592,-4.448,-0.4764,-0.9099,-7.3738,-9.2059,29.893,-9.9961,-2.4362,0.8147,1.4503,-11.6774,-2.8571,-0.1019,-8.4282,-11.8954,17.0264,1.0767,-16.4804,-7.4271,-4.1387,-8.917,-5.0789,2.0057,7.465,-9.136,-12.2783,-7.6271,-5.6728,-13.7808,-4.9123,-5.2309,-7.072,-5.4501,-14.8995,-11.5182,11.046,-24.1876,1.8794,0.5906,-10.2581,-13.3198,-5.5712,-19.2032,-5.178,2.3518,2.2993,-4.9376,-11.1858,2.0511,1.6543,0.0664,-4.1511,-7.0293,3.8494,-8.2614,-10.2332,-0.962,-5.9831,-7.5491,-12.5922,-7.002,-3.5501,-9.8664,3.9683,-7.2579,-13.2177,5.0887,-11.2367,0.1754,-9.1852,4.5594,-8.2701,-14.7826,2.956,-13.0325,-6.7639,-17.7746,-6.1079,-5.7999,-9.0957,-4.0289,-4.0462,-7.0096,-4.7619,-1.9997,10.1493,-2.894,-2.6123,-12.9707,-4.4995,-1.8749,-1.1231,-14.6434,-7.6864,4.1708,-12.1385,-5.7214,-6.8864,-3.5507,-0.414,3.3393,1.6173,-1.0398,-11.0425,-5.7873,-1.2926,-18.1919,-1.4602,-5.2364,-2.5331,-5.6733,3.4267,-8.4596,-3.3888,-9.2822,-3.2059,-10.4562,-8.375,-5.9505,-8.6957,-7.7783,1.4552,-13.2957,-12.9656,1.0152,-5.5548,0.9685,-10.9832,-16.9446
"2010-09-30",10.3883,5.8776,16.0929,9.5568,1.3583,-5.5957,7.8392,10.8398,18.3009,21.492,9.4392,23.7301,4.5232,12.5355,3.6474,8.9212,18.5221,13.972,-1.7646,16.1417,14.3116,22.3529,9.319,25.8191,2.5472,2.451,2.3157,5.4176,15.2373,9.3897,8.6049,12.39,11.2584,7.9741,20.3217,24.2444,12.5538,7.9194,8.8036,4.5988,16.7215,12.6326,3.6027,11.3239,5.8084,15.2903,9.7384,3.0585,9.1191,11.7122,-0.3778,14.1451,13.3582,4.9394,7.7082,5.9872,12.8085,8.8608,9.2096,20.6839,30.0733,4.3123,19.9366,2.1044,8.85,20.5498,2.7273,18.1118,5.1764,7.9705,17.4149,4.3842,8.1537,16.8026,-4.0526,4.4362,10.9312,39.7893,22.4663,20.7489,11.3276,11.9293,6.288,11.1311,15.2917,3.2432,9.8888,9.4087,14.0357,4.045,11.049,1.1617,9.5613,8.0816,9.5822,5.4193,17.777,2.9929,5.4159,2.9714,20.2846,5.5071,9.241,11.9174,4.0899,8.1081,15.9256,1.6211,9.5365,14.7826,1.4517,16.5816,14.1416,10.8839,21.731,16.642,8.3821,11.8359,3.684,6.8245,10.7634,11.2811,15.2628,7.6642,16.4833,14.9552,1.721,7.1036,7.7034,2.1765,16.6443,13.295,-2.8517,-0.7684,9.4432,3.085,12.5038,17.5237,20.9423,18.7248,5.0366,7.3734,2.8296,16.4669,7.9941,11.3487,12.8832,9.6037,-2.93,7.022,10.6135,5.8704,12.2136,4.5331,4.446,2.0711,4.5678,23.4908,16.7424,14.3192,4.5339,18.735,17.495,9.6989,5.1451,9.058,15.2522,5.5023,7.6185,2.3904,22.7456,11.1845,10.0434,10.4123,8.4626,13.266,10.9937,18.6137,8.1177,9.9275,10.3612,14.0549,12.4217,13.0525,10.8742,1.0509,7.3217,12.7306,11.8756,5.5868,16.342,12.591,17.2279,8.0201,17.3037,7.1864,5.8712,13.797,10.2825,2.1579,3.0699,9.2333,17.8507,9.6229,13.8749,12.4936,3.3604,11.0008,10.1273,6.3313,5.1266,5.9542,7.5979,14.7843,9.9908,8.6895,9.5856,17.585,8.9418,6.7849,6.305,2.5095,7.0596,17.0342,10.466,11.5917,8.6636,24.286,4.6755,11.5809,11.4388,1.6707,1.2005,8.0054,2.0342,5.5844,25.7877,12.2284,9.7821,8.5135,13.4746,8.0006,15.8959,12.7698,19.6605,20.1356,10.6323,-9,8.7526,2.3534,7.3725,2.5316,7.8543,9.9112,-4.4722,3.7189,19.1654,8.5602,12.0475,1.6863,5.1503,4.9571,12.926,11.7675,1.9847,19.566,6.4255,9.475,6.7727,5.7736,2.1316,13.4151,11.6358,4.3682,20.2889,4.1458,-8.9649,3.508,18.1646,0.1705,13.4309,15.6087,9.6154,8.4869,18.4427,4.5249,23.3036,29.1906,18.6542,19.6417,2.6745,1.2284,14.8714,0.2304,7.6096,28.6307,10.8607,5.1867,12.0288,2.4606,4.8396,25.2761,12.545,7.6628,13.339,4.9639,22.9114,11.9713,17.4963,18.4246,13.3755,10.446,11.7276,3.0709,5.1253,4.2692,10.138,12.6469,7.9195,-1.8926,10.3193,3.5634,12.5389,11.1227,2.4079,10.5879,1.5464,5.44,12.5464,14.9463,19.5073,12.4512,0.5028,5.404,8.3966,7.0751,4.576,-0.1836,8.9552,31.6988,25.8197,17.8394,6.3545,16.2529,18.7748,12.8956,4.0756,3.909,18.6686,24.6588,13.2193,4.2813,10.5427,20.4819,20.7079,8.0104,12.2245,10.135,28.3795,11.4673,1.7474,10.6248,4.5222,10.947,15.526,8.9342,18.4171,16.1243,10.2389,6.4218,6.7633,13.5603,20.0454,2.5318,15.9933,5.2256,3.5055,12.8062,1.499,18.2805,2.2005,10.8653,13.7981,14.877,18.233,11.1836,12.4545,7.3831,6.0763,16.2306,14.749,11.0051,4.6562,4.4566,19.8206,2.6066,1.4888,20.4082,17.7764,18.9935,17.8975,20.5624,13.6752,19.2026,4.6927,2.2348,12.4465,8.0041,7.8169,16.6814,26.3065,7.0831,-1.4753,4.1827,25.5645,12.147,4.5298,31.9111,9.2317,11.0813,10.4738,3.6939,11.0336,13.6364,3.1578,9.1097,10.3623,3.7826,15.6582,7.6544,5.5144,0.4353,6.7411,24.628,8.9604,16.9531,3.6957,17.5204,13.074,3.4905,0.3822,9.1694,6.6686,5.4054,18.4562,7.6417,4.0901,23.061,10.3563,21.4964,8.0937,10.4556,10.9392,15.9609
